Report file after 14000000 simulations:

1.) Summary of most leaking (and already active) probing sets per clock cycle: 

Cycle 1: @[\u_and_P1_21_d1/N1(1)] ==> [\share0_in[21](1), \share0_in[53](1), \share1_in[20](1), \share1_in[52](1), \rand_bit_share0[12](1)] -log10(p) = 1.94301 --> OKAY
Cycle 2: @[\u_and_t3_d2/N3(2)] ==> [\u_and_G0_6_d1/t2(2), \u_and_G0_6_d1/t3(2), d1_P0_7_s1(2), \u_and_G0_6_d1/t2(1), \u_and_G0_6_d1/t3(1), d1_P0_7_s1(1)] -log10(p) = 2.27931 --> OKAY
Cycle 3: @[\u_and_t3_d2/N3(3)] ==> [\u_and_G0_6_d1/t2(3), \u_and_G0_6_d1/t3(3), d1_P0_7_s1(3), \u_and_G0_6_d1/t2(2), \u_and_G0_6_d1/t3(2), d1_P0_7_s1(2)] -log10(p) = 2.27931 --> OKAY
Cycle 4: @[\u_and_t3_d2/N3(4)] ==> [\u_and_G0_6_d1/t2(4), \u_and_G0_6_d1/t3(4), d1_P0_7_s1(4), \u_and_G0_6_d1/t2(3), \u_and_G0_6_d1/t3(3), d1_P0_7_s1(3)] -log10(p) = 2.27931 --> OKAY
Cycle 5: @[\u_and_t3_d2/N3(5)] ==> [\u_and_G0_6_d1/t2(5), \u_and_G0_6_d1/t3(5), d1_P0_7_s1(5), \u_and_G0_6_d1/t2(4), \u_and_G0_6_d1/t3(4), d1_P0_7_s1(4)] -log10(p) = 2.27931 --> OKAY
Cycle 6: @[\u_and_t3_d2/N3(6)] ==> [\u_and_G0_6_d1/t2(6), \u_and_G0_6_d1/t3(6), d1_P0_7_s1(6), \u_and_G0_6_d1/t2(5), \u_and_G0_6_d1/t3(5), d1_P0_7_s1(5)] -log10(p) = 2.27931 --> OKAY
Cycle 7: @[\u_and_t3_d2/N3(7)] ==> [\u_and_G0_6_d1/t2(7), \u_and_G0_6_d1/t3(7), d1_P0_7_s1(7), \u_and_G0_6_d1/t2(6), \u_and_G0_6_d1/t3(6), d1_P0_7_s1(6)] -log10(p) = 2.27931 --> OKAY
Cycle 8: @[\u_and_t3_d2/N3(8)] ==> [\u_and_G0_6_d1/t2(8), \u_and_G0_6_d1/t3(8), d1_P0_7_s1(8), \u_and_G0_6_d1/t2(7), \u_and_G0_6_d1/t3(7), d1_P0_7_s1(7)] -log10(p) = 2.27931 --> OKAY
Cycle 9: @[\u_and_t3_d2/N3(9)] ==> [\u_and_G0_6_d1/t2(9), \u_and_G0_6_d1/t3(9), d1_P0_7_s1(9), \u_and_G0_6_d1/t2(8), \u_and_G0_6_d1/t3(8), d1_P0_7_s1(8)] -log10(p) = 2.27931 --> OKAY
Cycle 10: @[\u_and_t3_d2/N3(10)] ==> [\u_and_G0_6_d1/t2(10), \u_and_G0_6_d1/t3(10), d1_P0_7_s1(10), \u_and_G0_6_d1/t2(9), \u_and_G0_6_d1/t3(9), d1_P0_7_s1(9)] -log10(p) = 2.27931 --> OKAY
Cycle 11: @[\u_and_t3_d2/N3(11)] ==> [\u_and_G0_6_d1/t2(11), \u_and_G0_6_d1/t3(11), d1_P0_7_s1(11), \u_and_G0_6_d1/t2(10), \u_and_G0_6_d1/t3(10), d1_P0_7_s1(10)] -log10(p) = 2.27931 --> OKAY
Cycle 12: @[\u_and_t3_d2/N3(12)] ==> [\u_and_G0_6_d1/t2(12), \u_and_G0_6_d1/t3(12), d1_P0_7_s1(12), \u_and_G0_6_d1/t2(11), \u_and_G0_6_d1/t3(11), d1_P0_7_s1(11)] -log10(p) = 2.27931 --> OKAY
Cycle 13: @[\u_and_t3_d2/N3(13)] ==> [\u_and_G0_6_d1/t2(13), \u_and_G0_6_d1/t3(13), d1_P0_7_s1(13), \u_and_G0_6_d1/t2(12), \u_and_G0_6_d1/t3(12), d1_P0_7_s1(12)] -log10(p) = 2.27931 --> OKAY
Cycle 14: @[\u_and_t3_d2/N3(14)] ==> [\u_and_G0_6_d1/t2(14), \u_and_G0_6_d1/t3(14), d1_P0_7_s1(14), \u_and_G0_6_d1/t2(13), \u_and_G0_6_d1/t3(13), d1_P0_7_s1(13)] -log10(p) = 2.27931 --> OKAY
Cycle 15: @[\u_and_t3_d2/N3(15)] ==> [\u_and_G0_6_d1/t2(15), \u_and_G0_6_d1/t3(15), d1_P0_7_s1(15), \u_and_G0_6_d1/t2(14), \u_and_G0_6_d1/t3(14), d1_P0_7_s1(14)] -log10(p) = 2.27931 --> OKAY
Cycle 16: @[\u_and_t3_d2/N3(16)] ==> [\u_and_G0_6_d1/t2(16), \u_and_G0_6_d1/t3(16), d1_P0_7_s1(16), \u_and_G0_6_d1/t2(15), \u_and_G0_6_d1/t3(15), d1_P0_7_s1(15)] -log10(p) = 2.27931 --> OKAY

2.) Summary of the most leakging (and already active) probing sets: 

@[\u_and_t3_d2/N3(2)] ==> [\u_and_G0_6_d1/t2(2), \u_and_G0_6_d1/t3(2), d1_P0_7_s1(2), \u_and_G0_6_d1/t2(1), \u_and_G0_6_d1/t3(1), d1_P0_7_s1(1)] -log10(p) = 2.27931 --> OKAY
@[\u_and_t3_d2/N3(3)] ==> [\u_and_G0_6_d1/t2(3), \u_and_G0_6_d1/t3(3), d1_P0_7_s1(3), \u_and_G0_6_d1/t2(2), \u_and_G0_6_d1/t3(2), d1_P0_7_s1(2)] -log10(p) = 2.27931 --> OKAY
@[\u_and_t3_d2/N3(4)] ==> [\u_and_G0_6_d1/t2(4), \u_and_G0_6_d1/t3(4), d1_P0_7_s1(4), \u_and_G0_6_d1/t2(3), \u_and_G0_6_d1/t3(3), d1_P0_7_s1(3)] -log10(p) = 2.27931 --> OKAY
@[\u_and_t3_d2/N3(5)] ==> [\u_and_G0_6_d1/t2(5), \u_and_G0_6_d1/t3(5), d1_P0_7_s1(5), \u_and_G0_6_d1/t2(4), \u_and_G0_6_d1/t3(4), d1_P0_7_s1(4)] -log10(p) = 2.27931 --> OKAY
@[\u_and_t3_d2/N3(6)] ==> [\u_and_G0_6_d1/t2(6), \u_and_G0_6_d1/t3(6), d1_P0_7_s1(6), \u_and_G0_6_d1/t2(5), \u_and_G0_6_d1/t3(5), d1_P0_7_s1(5)] -log10(p) = 2.27931 --> OKAY
@[\u_and_t3_d2/N3(7)] ==> [\u_and_G0_6_d1/t2(7), \u_and_G0_6_d1/t3(7), d1_P0_7_s1(7), \u_and_G0_6_d1/t2(6), \u_and_G0_6_d1/t3(6), d1_P0_7_s1(6)] -log10(p) = 2.27931 --> OKAY
@[\u_and_t3_d2/N3(8)] ==> [\u_and_G0_6_d1/t2(8), \u_and_G0_6_d1/t3(8), d1_P0_7_s1(8), \u_and_G0_6_d1/t2(7), \u_and_G0_6_d1/t3(7), d1_P0_7_s1(7)] -log10(p) = 2.27931 --> OKAY
@[\u_and_t3_d2/N3(9)] ==> [\u_and_G0_6_d1/t2(9), \u_and_G0_6_d1/t3(9), d1_P0_7_s1(9), \u_and_G0_6_d1/t2(8), \u_and_G0_6_d1/t3(8), d1_P0_7_s1(8)] -log10(p) = 2.27931 --> OKAY
@[\u_and_t3_d2/N3(10)] ==> [\u_and_G0_6_d1/t2(10), \u_and_G0_6_d1/t3(10), d1_P0_7_s1(10), \u_and_G0_6_d1/t2(9), \u_and_G0_6_d1/t3(9), d1_P0_7_s1(9)] -log10(p) = 2.27931 --> OKAY
@[\u_and_t3_d2/N3(11)] ==> [\u_and_G0_6_d1/t2(11), \u_and_G0_6_d1/t3(11), d1_P0_7_s1(11), \u_and_G0_6_d1/t2(10), \u_and_G0_6_d1/t3(10), d1_P0_7_s1(10)] -log10(p) = 2.27931 --> OKAY
@[\u_and_t3_d2/N3(12)] ==> [\u_and_G0_6_d1/t2(12), \u_and_G0_6_d1/t3(12), d1_P0_7_s1(12), \u_and_G0_6_d1/t2(11), \u_and_G0_6_d1/t3(11), d1_P0_7_s1(11)] -log10(p) = 2.27931 --> OKAY
@[\u_and_t3_d2/N3(13)] ==> [\u_and_G0_6_d1/t2(13), \u_and_G0_6_d1/t3(13), d1_P0_7_s1(13), \u_and_G0_6_d1/t2(12), \u_and_G0_6_d1/t3(12), d1_P0_7_s1(12)] -log10(p) = 2.27931 --> OKAY
@[\u_and_t3_d2/N3(14)] ==> [\u_and_G0_6_d1/t2(14), \u_and_G0_6_d1/t3(14), d1_P0_7_s1(14), \u_and_G0_6_d1/t2(13), \u_and_G0_6_d1/t3(13), d1_P0_7_s1(13)] -log10(p) = 2.27931 --> OKAY
@[\u_and_t3_d2/N3(15)] ==> [\u_and_G0_6_d1/t2(15), \u_and_G0_6_d1/t3(15), d1_P0_7_s1(15), \u_and_G0_6_d1/t2(14), \u_and_G0_6_d1/t3(14), d1_P0_7_s1(14)] -log10(p) = 2.27931 --> OKAY
@[\u_and_t3_d2/N3(16)] ==> [\u_and_G0_6_d1/t2(16), \u_and_G0_6_d1/t3(16), d1_P0_7_s1(16), \u_and_G0_6_d1/t2(15), \u_and_G0_6_d1/t3(15), d1_P0_7_s1(15)] -log10(p) = 2.27931 --> OKAY
@[d3_P2_27_s1(4)] ==> [d3_P2_27_s1(4), d3_P2_27_s1(3)] -log10(p) = 2.07117 --> OKAY
@[d3_P2_27_s1(5)] ==> [d3_P2_27_s1(5), d3_P2_27_s1(4)] -log10(p) = 2.07117 --> OKAY
@[d4_P2_27_s1(5)] ==> [d4_P2_27_s1(5), d4_P2_27_s1(4)] -log10(p) = 2.07117 --> OKAY
@[d3_P2_27_s1(6)] ==> [d3_P2_27_s1(6), d3_P2_27_s1(5)] -log10(p) = 2.07117 --> OKAY
@[d4_P2_27_s1(6)] ==> [d4_P2_27_s1(6), d4_P2_27_s1(5)] -log10(p) = 2.07117 --> OKAY
@[d5_P2_27_s1(6)] ==> [d5_P2_27_s1(6), d5_P2_27_s1(5)] -log10(p) = 2.07117 --> OKAY
@[d3_P2_27_s1(7)] ==> [d3_P2_27_s1(7), d3_P2_27_s1(6)] -log10(p) = 2.07117 --> OKAY
@[d4_P2_27_s1(7)] ==> [d4_P2_27_s1(7), d4_P2_27_s1(6)] -log10(p) = 2.07117 --> OKAY
@[d5_P2_27_s1(7)] ==> [d5_P2_27_s1(7), d5_P2_27_s1(6)] -log10(p) = 2.07117 --> OKAY
@[d3_P2_27_s1(8)] ==> [d3_P2_27_s1(8), d3_P2_27_s1(7)] -log10(p) = 2.07117 --> OKAY
@[d4_P2_27_s1(8)] ==> [d4_P2_27_s1(8), d4_P2_27_s1(7)] -log10(p) = 2.07117 --> OKAY
@[d5_P2_27_s1(8)] ==> [d5_P2_27_s1(8), d5_P2_27_s1(7)] -log10(p) = 2.07117 --> OKAY
@[d3_P2_27_s1(9)] ==> [d3_P2_27_s1(9), d3_P2_27_s1(8)] -log10(p) = 2.07117 --> OKAY
@[d4_P2_27_s1(9)] ==> [d4_P2_27_s1(9), d4_P2_27_s1(8)] -log10(p) = 2.07117 --> OKAY
@[d5_P2_27_s1(9)] ==> [d5_P2_27_s1(9), d5_P2_27_s1(8)] -log10(p) = 2.07117 --> OKAY
@[d3_P2_27_s1(10)] ==> [d3_P2_27_s1(10), d3_P2_27_s1(9)] -log10(p) = 2.07117 --> OKAY
@[d4_P2_27_s1(10)] ==> [d4_P2_27_s1(10), d4_P2_27_s1(9)] -log10(p) = 2.07117 --> OKAY
@[d5_P2_27_s1(10)] ==> [d5_P2_27_s1(10), d5_P2_27_s1(9)] -log10(p) = 2.07117 --> OKAY
@[d3_P2_27_s1(11)] ==> [d3_P2_27_s1(11), d3_P2_27_s1(10)] -log10(p) = 2.07117 --> OKAY
@[d4_P2_27_s1(11)] ==> [d4_P2_27_s1(11), d4_P2_27_s1(10)] -log10(p) = 2.07117 --> OKAY
@[d5_P2_27_s1(11)] ==> [d5_P2_27_s1(11), d5_P2_27_s1(10)] -log10(p) = 2.07117 --> OKAY
@[d3_P2_27_s1(12)] ==> [d3_P2_27_s1(12), d3_P2_27_s1(11)] -log10(p) = 2.07117 --> OKAY
@[d4_P2_27_s1(12)] ==> [d4_P2_27_s1(12), d4_P2_27_s1(11)] -log10(p) = 2.07117 --> OKAY
@[d5_P2_27_s1(12)] ==> [d5_P2_27_s1(12), d5_P2_27_s1(11)] -log10(p) = 2.07117 --> OKAY
@[d3_P2_27_s1(13)] ==> [d3_P2_27_s1(13), d3_P2_27_s1(12)] -log10(p) = 2.07117 --> OKAY
@[d4_P2_27_s1(13)] ==> [d4_P2_27_s1(13), d4_P2_27_s1(12)] -log10(p) = 2.07117 --> OKAY
@[d5_P2_27_s1(13)] ==> [d5_P2_27_s1(13), d5_P2_27_s1(12)] -log10(p) = 2.07117 --> OKAY
@[d3_P2_27_s1(14)] ==> [d3_P2_27_s1(14), d3_P2_27_s1(13)] -log10(p) = 2.07117 --> OKAY
@[d4_P2_27_s1(14)] ==> [d4_P2_27_s1(14), d4_P2_27_s1(13)] -log10(p) = 2.07117 --> OKAY
@[d5_P2_27_s1(14)] ==> [d5_P2_27_s1(14), d5_P2_27_s1(13)] -log10(p) = 2.07117 --> OKAY
@[d3_P2_27_s1(15)] ==> [d3_P2_27_s1(15), d3_P2_27_s1(14)] -log10(p) = 2.07117 --> OKAY
@[d4_P2_27_s1(15)] ==> [d4_P2_27_s1(15), d4_P2_27_s1(14)] -log10(p) = 2.07117 --> OKAY
@[d5_P2_27_s1(15)] ==> [d5_P2_27_s1(15), d5_P2_27_s1(14)] -log10(p) = 2.07117 --> OKAY
@[d3_P2_27_s1(16)] ==> [d3_P2_27_s1(16), d3_P2_27_s1(15)] -log10(p) = 2.07117 --> OKAY
@[d4_P2_27_s1(16)] ==> [d4_P2_27_s1(16), d4_P2_27_s1(15)] -log10(p) = 2.07117 --> OKAY
@[d5_P2_27_s1(16)] ==> [d5_P2_27_s1(16), d5_P2_27_s1(15)] -log10(p) = 2.07117 --> OKAY
@[d1_P0_12_s0(2)] ==> [d1_P0_12_s0(2), d1_P0_12_s0(1)] -log10(p) = 1.9622 --> OKAY
@[d1_P0_12_s0(3)] ==> [d1_P0_12_s0(3), d1_P0_12_s0(2)] -log10(p) = 1.9622 --> OKAY
@[d2_P0_12_s0(3)] ==> [d2_P0_12_s0(3), d2_P0_12_s0(2)] -log10(p) = 1.9622 --> OKAY
@[d1_P0_12_s0(4)] ==> [d1_P0_12_s0(4), d1_P0_12_s0(3)] -log10(p) = 1.9622 --> OKAY
@[d2_P0_12_s0(4)] ==> [d2_P0_12_s0(4), d2_P0_12_s0(3)] -log10(p) = 1.9622 --> OKAY
@[d3_P0_12_s0(4)] ==> [d3_P0_12_s0(4), d3_P0_12_s0(3)] -log10(p) = 1.9622 --> OKAY
@[d1_P0_12_s0(5)] ==> [d1_P0_12_s0(5), d1_P0_12_s0(4)] -log10(p) = 1.9622 --> OKAY
@[d2_P0_12_s0(5)] ==> [d2_P0_12_s0(5), d2_P0_12_s0(4)] -log10(p) = 1.9622 --> OKAY
